ASSET,MC,TNG,DCR,Energy,Date,Time
Nabiye (IOR2)*,195,162,0,Gas,2021-03-20,14:33
Nexen Inc #2 (NX02),220,171,0,Gas,2021-03-20,14:33
Poplar Creek (SCR5),376,332,0,Gas,2021-03-20,14:33
Primrose #1 (PR1),100,80,0,Gas,2021-03-20,14:33
Rainbow Lake #1 (RL1),47,0,0,Gas,2021-03-20,14:33
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,14:33
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,14:33
Scotford Upgrader (APS1),195,151,0,Gas,2021-03-20,14:33
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,14:33
Syncrude #1 (SCL1)*,510,367,0,Gas,2021-03-20,14:33
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,14:33
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,14:33
Cavalier (EC01),120,100,0,Gas,2021-03-20,14:33
ENMAX Calgary Energy Centre (CAL1),320,249,0,Gas,2021-03-20,14:33
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,14:33
Medicine Hat #1 (CMH1),255,163,0,Gas,2021-03-20,14:33
Nexen Inc #1 (NX01),120,50,0,Gas,2021-03-20,14:33
Shepard (EGC1),868,654,0,Gas,2021-03-20,14:33
Bighorn Hydro (BIG),120,35,10,Hydro,2021-03-20,14:33
Bow River Hydro (BOW1),320,105,35,Hydro,2021-03-20,14:33
Brazeau Hydro (BRA),350,53,178,Hydro,2021-03-20,14:33
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,14:33
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,14:33
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,14:33
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,14:33
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,14:33
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,14:33
Ardenville Wind (ARD1)*,68,62,0,Wind,2021-03-20,14:33
BUL1 Bull Creek (BUL1)*,13,10,0,Wind,2021-03-20,14:33
BUL2 Bull Creek (BUL2)*,16,11,0,Wind,2021-03-20,14:33
Blackspring Ridge (BSR1)*,300,291,0,Wind,2021-03-20,14:33
Blue Trail Wind (BTR1)*,66,63,0,Wind,2021-03-20,14:33
Castle River #1 (CR1)*,39,37,0,Wind,2021-03-20,14:33
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,14:33
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,14:33
Cowley Ridge (CRE3)*,20,18,0,Wind,2021-03-20,14:33
Enmax Taber (TAB1)*,81,70,0,Wind,2021-03-20,14:33
Ghost Pine (NEP1)*,82,27,0,Wind,2021-03-20,14:33
Halkirk Wind Power Facility (HAL1)*,150,73,0,Wind,2021-03-20,14:33
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,14:33
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,14:33
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,14:33
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,14:33
Soderglen Wind  (GWW1)*,71,61,0,Wind,2021-03-20,14:33
Summerview 1 (IEW1)*,66,57,0,Wind,2021-03-20,14:33
Summerview 2 (IEW2)*,66,62,0,Wind,2021-03-20,14:33
Suncor Chin Chute (SCR3)*,30,26,0,Wind,2021-03-20,14:33
Suncor Magrath (SCR2)*,30,22,0,Wind,2021-03-20,14:33
Whitla (WHT1)*,202,139,0,Wind,2021-03-20,14:33
Wintering Hills (SCR4)*,88,23,0,Wind,2021-03-20,14:33
APF Athabasca (AFG1)*,131,71,10,Biomass,2021-03-20,14:33
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,14:33
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,14:33
Brooks Solar (BSC1),15,14,0,Biomass,2021-03-20,14:33
Cancarb Medicine Hat (CCMH),42,28,0,Biomass,2021-03-20,14:33
Claresholm 1 (CLR1),58,57,0,Biomass,2021-03-20,14:33
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,14:33
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,14:33
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,14:33
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,14:33
Hull (HUL1),25,20,0,Biomass,2021-03-20,14:33
Innisfail (INF1),22,11,0,Biomass,2021-03-20,14:33
NRGreen (NRG3),16,11,0,Biomass,2021-03-20,14:33
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,14:33
Suffield (SUF1),23,0,0,Biomass,2021-03-20,14:33
Summerview (SUM1),10,0,10,Biomass,2021-03-20,14:33
Vauxhall (VXH1),22,17,0,Biomass,2021-03-20,14:33
Weldwood #1 (WWD1)*,50,38,0,Biomass,2021-03-20,14:33
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,14:33
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,14:33
Weyerhaeuser (WEY1),48,40,0,Biomass,2021-03-20,14:33
Whitecourt Power (EAGL),25,21,0,Biomass,2021-03-20,14:33
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,14:33
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,14:37
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,14:37
Genesee #1 (GN1),400,207,0,Coal,2021-03-20,14:37
Genesee #2 (GN2),400,204,0,Coal,2021-03-20,14:37
Genesee #3 (GN3),466,462,0,Coal,2021-03-20,14:37
Keephills #1 (KH1),395,202,67,Coal,2021-03-20,14:37
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,14:37
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,14:37
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,14:37
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,14:37
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,14:37
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,14:37
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,14:37
Bantry (ALP1),7,0,0,Gas,2021-03-20,14:37
Bellshill (BHL1),5,0,0,Gas,2021-03-20,14:37
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,14:37
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,14:37
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,14:37
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,14:37
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,14:37
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,14:37
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,14:37
Drywood (DRW1),6,0,0,Gas,2021-03-20,14:37
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,14:37
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,14:37
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,14:37
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,14:37
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,14:37
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,14:37
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,14:37
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,14:37
Parkland (ALP2),10,0,7,Gas,2021-03-20,14:37
Poplar Hill #1 (PH1),48,5,0,Gas,2021-03-20,14:37
Rainbow #5 (RB5),50,48,0,Gas,2021-03-20,14:37
Ralston (NAT1),20,0,17,Gas,2021-03-20,14:37
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,14:37
Sundance #6 (SD6) (Gas fired steam),401,301,0,Gas,2021-03-20,14:37
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,14:37
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,14:37
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,14:37
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,14:37
Air Liquide Scotford #1 (ALS1),106,75,15,Gas,2021-03-20,14:37
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,14:37
Base Plant (SCR1),50,33,0,Gas,2021-03-20,14:37
Bear Creek 1 (BCRK),64,57,0,Gas,2021-03-20,14:37
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,14:37
Blackfalds (BFD1),6,3,0,Gas,2021-03-20,14:37
CNRL Horizon (CNR5)*,203,187,0,Gas,2021-03-20,14:37
Camrose (CRG1)*,10,10,0,Gas,2021-03-20,14:37
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,14:37
Carseland Cogen (TC01),95,74,0,Gas,2021-03-20,14:37
Christina Lake (CL01),100,82,0,Gas,2021-03-20,14:37
Coaldale (COD1),5,5,0,Gas,2021-03-20,14:37
Dow Hydrocarbon (DOWG),326,183,12,Gas,2021-03-20,14:37
Edson (TLM2),13,4,0,Gas,2021-03-20,14:37
Firebag (SCR6),497,409,20,Gas,2021-03-20,14:37
Fort Hills (FH1),199,179,0,Gas,2021-03-20,14:37
Foster Creek (EC04),98,70,0,Gas,2021-03-20,14:37
Joffre #1 (JOF1),474,320,20,Gas,2021-03-20,14:37
Kearl (IOR3),84,71,0,Gas,2021-03-20,14:37
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,14:37
MEG1 Christina Lake (MEG1),202,155,0,Gas,2021-03-20,14:37
MacKay River (MKRC),207,179,0,Gas,2021-03-20,14:37
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,14:37
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,14:37
Muskeg River (MKR1),202,166,0,Gas,2021-03-20,14:37
Nabiye (IOR2)*,195,162,0,Gas,2021-03-20,14:37
Nexen Inc #2 (NX02),220,171,0,Gas,2021-03-20,14:37
Poplar Creek (SCR5),376,332,0,Gas,2021-03-20,14:37
Primrose #1 (PR1),100,80,0,Gas,2021-03-20,14:37
Rainbow Lake #1 (RL1),47,0,0,Gas,2021-03-20,14:37
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,14:37
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,14:37
Scotford Upgrader (APS1),195,152,0,Gas,2021-03-20,14:37
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,14:37
Syncrude #1 (SCL1)*,510,369,0,Gas,2021-03-20,14:37
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,14:37
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,14:37
Cavalier (EC01),120,87,0,Gas,2021-03-20,14:37
ENMAX Calgary Energy Centre (CAL1),320,248,0,Gas,2021-03-20,14:37
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,14:37
Medicine Hat #1 (CMH1),255,162,0,Gas,2021-03-20,14:37
Nexen Inc #1 (NX01),120,47,0,Gas,2021-03-20,14:37
Shepard (EGC1),868,654,0,Gas,2021-03-20,14:37
Bighorn Hydro (BIG),120,35,10,Hydro,2021-03-20,14:37
Bow River Hydro (BOW1),320,105,35,Hydro,2021-03-20,14:37
Brazeau Hydro (BRA),350,50,178,Hydro,2021-03-20,14:37
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,14:37
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,14:37
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,14:37
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,14:37
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,14:37
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,14:37
Ardenville Wind (ARD1)*,68,59,0,Wind,2021-03-20,14:37
BUL1 Bull Creek (BUL1)*,13,11,0,Wind,2021-03-20,14:37
BUL2 Bull Creek (BUL2)*,16,10,0,Wind,2021-03-20,14:37
Blackspring Ridge (BSR1)*,300,291,0,Wind,2021-03-20,14:37
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,14:37
Castle River #1 (CR1)*,39,37,0,Wind,2021-03-20,14:37
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,14:37
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,14:37
Cowley Ridge (CRE3)*,20,19,0,Wind,2021-03-20,14:37
Enmax Taber (TAB1)*,81,71,0,Wind,2021-03-20,14:37
Ghost Pine (NEP1)*,82,25,0,Wind,2021-03-20,14:37
Halkirk Wind Power Facility (HAL1)*,150,75,0,Wind,2021-03-20,14:37
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,14:37
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,14:37
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,14:37
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,14:37
Soderglen Wind  (GWW1)*,71,61,0,Wind,2021-03-20,14:37
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,14:37
Summerview 2 (IEW2)*,66,60,0,Wind,2021-03-20,14:37
Suncor Chin Chute (SCR3)*,30,28,0,Wind,2021-03-20,14:37
Suncor Magrath (SCR2)*,30,23,0,Wind,2021-03-20,14:37
Whitla (WHT1)*,202,153,0,Wind,2021-03-20,14:37
Wintering Hills (SCR4)*,88,25,0,Wind,2021-03-20,14:37
APF Athabasca (AFG1)*,131,70,10,Biomass,2021-03-20,14:37
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,14:37
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,14:37
Brooks Solar (BSC1),15,14,0,Biomass,2021-03-20,14:37
Cancarb Medicine Hat (CCMH),42,29,0,Biomass,2021-03-20,14:37
Claresholm 1 (CLR1),58,56,0,Biomass,2021-03-20,14:37
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,14:37
DAI1 Daishowa (DAI1),52,45,12,Biomass,2021-03-20,14:37
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,14:37
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,14:37
Hull (HUL1),25,20,0,Biomass,2021-03-20,14:37
Innisfail (INF1),22,21,0,Biomass,2021-03-20,14:37
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,14:37
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,14:37
Suffield (SUF1),23,0,0,Biomass,2021-03-20,14:37
Summerview (SUM1),10,0,10,Biomass,2021-03-20,14:37
Vauxhall (VXH1),22,18,0,Biomass,2021-03-20,14:37
Weldwood #1 (WWD1)*,50,38,0,Biomass,2021-03-20,14:37
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,14:37
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,14:37
Weyerhaeuser (WEY1),48,40,0,Biomass,2021-03-20,14:37
Whitecourt Power (EAGL),25,22,0,Biomass,2021-03-20,14:37
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,14:37
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,14:39
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,14:39
Genesee #1 (GN1),400,205,0,Coal,2021-03-20,14:39
Genesee #2 (GN2),400,207,0,Coal,2021-03-20,14:39
Genesee #3 (GN3),466,462,0,Coal,2021-03-20,14:39
Keephills #1 (KH1),395,205,67,Coal,2021-03-20,14:39
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,14:39
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,14:39
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,14:39
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,14:39
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,14:39
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,14:39
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,14:39
Bantry (ALP1),7,0,0,Gas,2021-03-20,14:39
Bellshill (BHL1),5,0,0,Gas,2021-03-20,14:39
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,14:39
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,14:39
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,14:39
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,14:39
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,14:39
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,14:39
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,14:39
Drywood (DRW1),6,0,0,Gas,2021-03-20,14:39
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,14:39
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,14:39
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,14:39
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,14:39
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,14:39
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,14:39
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,14:39
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,14:39
Parkland (ALP2),10,0,7,Gas,2021-03-20,14:39
Poplar Hill #1 (PH1),48,5,0,Gas,2021-03-20,14:39
Rainbow #5 (RB5),50,48,0,Gas,2021-03-20,14:39
Ralston (NAT1),20,0,17,Gas,2021-03-20,14:39
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,14:39
Sundance #6 (SD6) (Gas fired steam),401,299,0,Gas,2021-03-20,14:39
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,14:39
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,14:39
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,14:39
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,14:39
Air Liquide Scotford #1 (ALS1),106,73,15,Gas,2021-03-20,14:39
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,14:39
Base Plant (SCR1),50,33,0,Gas,2021-03-20,14:39
Bear Creek 1 (BCRK),64,57,0,Gas,2021-03-20,14:39
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,14:39
Blackfalds (BFD1),6,3,0,Gas,2021-03-20,14:39
CNRL Horizon (CNR5)*,203,188,0,Gas,2021-03-20,14:39
Camrose (CRG1)*,10,10,0,Gas,2021-03-20,14:39
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,14:39
Carseland Cogen (TC01),95,74,0,Gas,2021-03-20,14:39
Christina Lake (CL01),100,82,0,Gas,2021-03-20,14:39
Coaldale (COD1),5,5,0,Gas,2021-03-20,14:39
Dow Hydrocarbon (DOWG),326,183,12,Gas,2021-03-20,14:39
Edson (TLM2),13,4,0,Gas,2021-03-20,14:39
Firebag (SCR6),497,411,20,Gas,2021-03-20,14:39
Fort Hills (FH1),199,179,0,Gas,2021-03-20,14:39
Foster Creek (EC04),98,70,0,Gas,2021-03-20,14:39
Joffre #1 (JOF1),474,321,20,Gas,2021-03-20,14:39
Kearl (IOR3),84,71,0,Gas,2021-03-20,14:39
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,14:39
MEG1 Christina Lake (MEG1),202,155,0,Gas,2021-03-20,14:39
MacKay River (MKRC),207,179,0,Gas,2021-03-20,14:39
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,14:39
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,14:39
Muskeg River (MKR1),202,166,0,Gas,2021-03-20,14:39
Nabiye (IOR2)*,195,162,0,Gas,2021-03-20,14:39
Nexen Inc #2 (NX02),220,170,0,Gas,2021-03-20,14:39
Poplar Creek (SCR5),376,333,0,Gas,2021-03-20,14:39
Primrose #1 (PR1),100,80,0,Gas,2021-03-20,14:39
Rainbow Lake #1 (RL1),47,0,0,Gas,2021-03-20,14:39
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,14:39
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,14:39
Scotford Upgrader (APS1),195,152,0,Gas,2021-03-20,14:39
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,14:39
Syncrude #1 (SCL1)*,510,367,0,Gas,2021-03-20,14:39
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,14:39
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,14:39
Cavalier (EC01),120,68,0,Gas,2021-03-20,14:39
ENMAX Calgary Energy Centre (CAL1),320,249,0,Gas,2021-03-20,14:39
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,14:39
Medicine Hat #1 (CMH1),255,163,0,Gas,2021-03-20,14:39
Nexen Inc #1 (NX01),120,42,0,Gas,2021-03-20,14:39
Shepard (EGC1),868,655,0,Gas,2021-03-20,14:39
Bighorn Hydro (BIG),120,36,10,Hydro,2021-03-20,14:39
Bow River Hydro (BOW1),320,106,35,Hydro,2021-03-20,14:39
Brazeau Hydro (BRA),350,41,178,Hydro,2021-03-20,14:39
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,14:39
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,14:39
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,14:39
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,14:39
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,14:39
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,14:39
Ardenville Wind (ARD1)*,68,61,0,Wind,2021-03-20,14:39
BUL1 Bull Creek (BUL1)*,13,10,0,Wind,2021-03-20,14:39
BUL2 Bull Creek (BUL2)*,16,10,0,Wind,2021-03-20,14:39
Blackspring Ridge (BSR1)*,300,291,0,Wind,2021-03-20,14:39
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,14:39
Castle River #1 (CR1)*,39,37,0,Wind,2021-03-20,14:39
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,14:39
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,14:39
Cowley Ridge (CRE3)*,20,19,0,Wind,2021-03-20,14:39
Enmax Taber (TAB1)*,81,74,0,Wind,2021-03-20,14:39
Ghost Pine (NEP1)*,82,29,0,Wind,2021-03-20,14:39
Halkirk Wind Power Facility (HAL1)*,150,80,0,Wind,2021-03-20,14:39
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,14:39
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,14:39
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,14:39
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,14:39
Soderglen Wind  (GWW1)*,71,58,0,Wind,2021-03-20,14:39
Summerview 1 (IEW1)*,66,57,0,Wind,2021-03-20,14:39
Summerview 2 (IEW2)*,66,60,0,Wind,2021-03-20,14:39
Suncor Chin Chute (SCR3)*,30,27,0,Wind,2021-03-20,14:39
Suncor Magrath (SCR2)*,30,25,0,Wind,2021-03-20,14:39
Whitla (WHT1)*,202,147,0,Wind,2021-03-20,14:39
Wintering Hills (SCR4)*,88,23,0,Wind,2021-03-20,14:39
APF Athabasca (AFG1)*,131,71,10,Biomass,2021-03-20,14:39
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,14:39
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,14:39
Brooks Solar (BSC1),15,14,0,Biomass,2021-03-20,14:39
Cancarb Medicine Hat (CCMH),42,28,0,Biomass,2021-03-20,14:39
Claresholm 1 (CLR1),58,57,0,Biomass,2021-03-20,14:39
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,14:39
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,14:39
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,14:39
Grande Prairie EcoPower (GPEC),27,14,0,Biomass,2021-03-20,14:39
Hull (HUL1),25,20,0,Biomass,2021-03-20,14:39
Innisfail (INF1),22,12,0,Biomass,2021-03-20,14:39
NRGreen (NRG3),16,11,0,Biomass,2021-03-20,14:39
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,14:39
Suffield (SUF1),23,0,0,Biomass,2021-03-20,14:39
Summerview (SUM1),10,0,10,Biomass,2021-03-20,14:39
Vauxhall (VXH1),22,18,0,Biomass,2021-03-20,14:39
Weldwood #1 (WWD1)*,50,39,0,Biomass,2021-03-20,14:39
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,14:39
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,14:39
Weyerhaeuser (WEY1),48,40,0,Biomass,2021-03-20,14:39
Whitecourt Power (EAGL),25,23,0,Biomass,2021-03-20,14:39
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,14:39
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,14:41
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,14:41
Genesee #1 (GN1),400,204,0,Coal,2021-03-20,14:41
Genesee #2 (GN2),400,202,0,Coal,2021-03-20,14:41
Genesee #3 (GN3),466,462,0,Coal,2021-03-20,14:41
Keephills #1 (KH1),395,203,67,Coal,2021-03-20,14:41
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,14:41
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,14:41
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,14:41
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,14:41
